title,questionType,difficulty,subjectId,text,gradeLevel,option1,option1Correct,option1Feedback,option2,option2Correct,option2Feedback,option3,option3Correct,option3Feedback,option4,option4Correct,option4Feedback,correctAnswer,tolerance,explanation,hint
"Integrated Science & Inquiry (Y7) Question 520",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 521",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 522",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,26,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 523",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 524",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 525",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,60,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 526",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 527",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 528",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,42,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 529",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 530",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 531",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,85,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 532",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 533",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 534",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,15,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 535",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 536",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 537",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,12,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 538",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 539",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 540",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,49,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 541",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 542",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 543",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,4,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 544",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 545",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 546",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,82,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 547",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 548",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 549",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,93,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 550",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 551",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 552",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,22,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 553",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 554",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 555",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,38,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 556",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 557",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 558",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,22,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 559",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 560",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 561",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,97,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 562",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 563",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 564",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,71,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 565",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 566",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 567",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,92,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 568",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 569",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 570",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,60,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 571",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 572",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 573",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,67,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 574",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 575",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 576",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,80,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 577",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 578",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 579",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,55,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 580",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 581",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 582",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,38,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 583",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 584",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 585",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,9,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 586",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 587",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 588",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,60,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 589",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 590",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 591",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,69,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 592",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 593",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 594",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,31,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 595",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 596",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 597",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,93,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 598",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 599",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 600",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,4,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 601",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
